"gname.list"	"g.order"
"chr1_109639199"	294
"chr1_109680856"	295
"chr1_109694144"	296
"chr1_109742007"	298
"chr1_109789043"	300
"chr1_109815293"	301
"chr1_111289329"	307
"chr1_112051400"	308
"chr1_112057624"	310
"chr1_114543281"	319
"chr1_116255889"	324
"chr1_116495504"	325
"chr1_116690123"	327
"chr1_116832870"	329
"chr1_117422482"	334
"chr1_117560884"	338
"chr1_117724550"	339
"chr1_121354321"	344
"chr1_147727456"	352
"chr1_149989622"	354
"chr1_151486818"	360
"chr1_151554843"	361
"chr1_153451421"	364
"chr1_153492967"	367
"chr1_153493764"	368
"chr1_154914079"	378
"chr1_160404873"	400
"chr1_164717820"	408
"chr1_166810176"	409
"chr1_168876608"	410
"chr1_169078274"	411
"chr1_175156590"	420
"chr1_177270598"	423
"chr1_177541146"	428
"chr1_178624902"	434
"chr1_179341481"	437
"chr1_179852392"	439
"chr1_180197931"	443
"chr1_182603003"	451
"chr1_184452359"	456
"chr1_185614869"	461
"chr1_187350846"	463
"chr1_187665270"	464
"chr1_188484860"	466
"chr1_189689125"	468
"chr1_189710098"	469
"chr1_191119385"	471
"chr1_192018617"	475
"chr1_200271524"	486
"chr1_201014420"	488
"chr1_201567343"	493
"chr1_202044606"	502
"chr1_202152758"	507
"chr1_204099580"	519
"chr1_204542468"	524
"chr1_205505644"	529
"chr1_205554749"	530
"chr1_207017209"	533
"chr1_207074798"	534
"chr1_207077209"	535
"chr1_207083163"	536
"chr1_209720068"	542
"chr1_211675919"	544
"chr1_211694995"	545
"chr1_212640468"	549
"chr1_212731515"	550
"chr1_213248695"	551
"chr1_214500964"	553
"chr1_215655586"	556
"chr1_217298029"	559
"chr1_223386097"	563
"chr1_223618097"	564
"chr1_223843104"	565
"chr1_224392854"	568
"chr1_226063357"	572
"chr1_229284030"	584
"chr1_229301261"	586
"chr1_229517916"	588
"chr1_230636524"	589
"chr1_231906749"	591
"chr1_234689078"	598
"chr1_234860819"	599
"chr1_245499738"	603
"chr10_134626"	604
"chr10_136346"	605
"chr10_153151"	606
"chr10_385027"	609
"chr10_407309"	610
"chr10_410662"	611
"chr10_563453"	614
"chr10_566541"	615
"chr10_2490343"	622
"chr10_5665150"	633
"chr10_5698791"	634
"chr10_6195560"	637
"chr10_6346223"	640
"chr10_7910508"	646
"chr10_7987988"	647
"chr10_8127078"	648
"chr10_8898944"	653
"chr10_9080388"	655
"chr10_9741500"	659
"chr10_11847667"	661
"chr10_12192438"	664
"chr10_12914816"	669
"chr10_14449771"	671
"chr10_15503606"	672
"chr10_17507966"	676
"chr10_19466925"	678
"chr10_19790174"	681
"chr10_22104005"	685
"chr10_22922305"	689
"chr10_22972413"	691
"chr10_23137211"	695
"chr10_25346792"	699
"chr10_27277041"	703
"chr10_28974386"	710
"chr10_29397071"	717
"chr10_29399564"	718
"chr10_29439099"	721
"chr10_29919560"	724
"chr10_30097860"	725
"chr10_32633056"	741
"chr10_32649311"	742
"chr10_33454681"	745
"chr10_43564297"	765
"chr10_43577790"	766
"chr10_43581979"	767
"chr10_44732475"	776
"chr10_44988423"	778
"chr10_46966937"	781
"chr10_46990767"	782
"chr10_48329094"	784
"chr10_49497045"	787
"chr10_54003176"	793
"chr10_54195627"	794
"chr10_61083157"	798
"chr10_61595256"	800
"chr10_61792730"	803
"chr10_62480708"	806
"chr10_62835613"	811
"chr10_63849869"	815
"chr10_65472122"	818
"chr10_69908969"	819
"chr10_69968477"	820
"chr10_70973724"	822
"chr10_71092961"	823
"chr10_71102175"	824
"chr10_73828784"	838
"chr10_74862441"	844
"chr10_76282152"	847
"chr10_76345668"	848
"chr10_76415841"	849
"chr10_76581703"	851
"chr10_76661289"	853
"chr10_76881363"	854
"chr10_77022762"	858
"chr10_79342586"	865
"chr10_79649308"	867
"chr10_79945672"	868
"chr10_80061974"	871
"chr10_80160031"	872
"chr10_80274915"	873
"chr10_80451211"	874
"chr10_80652174"	876
"chr10_80917417"	882
"chr10_80922825"	884
"chr10_81102243"	887
"chr10_81118673"	888
"chr10_82724161"	893
"chr10_87376085"	898
"chr10_88442716"	902
"chr10_94651076"	913
"chr10_94831622"	914
"chr10_95330958"	919
"chr10_98561526"	923
"chr10_99168616"	926
"chr10_99326397"	929
"chr10_99340300"	931
"chr10_100074347"	936
"chr10_100760393"	939
"chr10_101795487"	942
"chr10_102589373"	944
"chr10_103320199"	949
"chr10_103391814"	950
"chr10_103451251"	951
"chr10_103967140"	953
"chr10_104470751"	957
"chr10_104885763"	959
"chr10_112549871"	972
"chr10_114056062"	979
"chr10_115349247"	984
"chr10_115687368"	986
"chr10_115726941"	987
"chr10_115742713"	989
"chr10_115816919"	992
"chr10_116139200"	993
"chr10_117903058"	1003
"chr10_119853539"	1005
"chr10_120385314"	1008
"chr10_120916372"	1009
"chr10_121077205"	1010
"chr10_121427711"	1012
"chr10_123269840"	1015
"chr10_124987623"	1020
"chr10_125503653"	1023
"chr10_125997138"	1027
"chr10_127390340"	1036
"chr10_127617196"	1037
"chr10_129127512"	1043
"chr10_134353039"	1053
"chr10_134363225"	1054
"chr11_396279"	1060
"chr11_456013"	1062
"chr11_540114"	1064
"chr11_569771"	1065
"chr11_1850016"	1075
"chr11_1852300"	1076
"chr11_2186538"	1079
"chr11_3032340"	1087
"chr11_3840374"	1090
"chr11_8710471"	1093
"chr11_9131895"	1095
"chr11_10764709"	1097
"chr11_11994010"	1099
"chr11_12850940"	1102
"chr11_13357157"	1103
"chr11_16805283"	1106
"chr11_17261019"	1113
"chr11_17294599"	1114
"chr11_17791795"	1116
"chr11_19818163"	1121
"chr11_20053653"	1123
"chr11_20135681"	1125
"chr11_28365017"	1126
"chr11_30460409"	1128
"chr11_30549344"	1130
"chr11_30890376"	1133
"chr11_34318099"	1137
"chr11_34354161"	1138
"chr11_44322600"	1152
"chr11_44611232"	1154
"chr11_45007602"	1156
"chr11_45182975"	1157
"chr11_45813179"	1161
"chr11_45969567"	1162
"chr11_46360214"	1164
"chr11_46374053"	1165
"chr11_60138692"	1176
"chr11_61597946"	1181
"chr11_63387681"	1183
"chr11_63640710"	1186
"chr11_64036069"	1189
"chr11_65319318"	1198
"chr11_65470923"	1199
"chr11_65905077"	1201
"chr11_67040943"	1207
"chr11_67786185"	1212
"chr11_67967666"	1214
"chr11_68065467"	1216
"chr11_68181137"	1219
"chr11_68658900"	1221
"chr11_68714356"	1222
"chr11_69080465"	1229
"chr11_69309206"	1232
"chr11_69325753"	1233
"chr11_69339653"	1235
"chr11_69345224"	1236
"chr11_69356633"	1238
"chr11_69457818"	1241
"chr11_69512143"	1243
"chr11_69623891"	1244
"chr11_70105342"	1252
"chr11_70343315"	1254
"chr11_70781700"	1262
"chr11_70963285"	1263
"chr11_71192764"	1264
"chr11_71211916"	1265
"chr11_71752856"	1267
"chr11_72498695"	1272
"chr11_72534999"	1274
"chr11_72539467"	1275
"chr11_73849872"	1283
"chr11_75287704"	1289
"chr11_75543439"	1291
"chr11_75663873"	1292
"chr11_75989400"	1294
"chr11_76028054"	1295
"chr11_76372094"	1296
"chr11_76461554"	1297
"chr11_76480957"	1299
"chr11_76746621"	1303
"chr11_76749918"	1304
"chr11_77862033"	1306
"chr11_78560159"	1314
"chr11_78755377"	1315
"chr11_79065017"	1318
"chr11_80147492"	1322
"chr11_84798053"	1332
"chr11_86211071"	1337
"chr11_86487478"	1340
"chr11_87635209"	1341
"chr11_94578967"	1350
"chr11_94745354"	1351
"chr11_100905086"	1355
"chr11_101170204"	1359
"chr11_103423459"	1365
"chr11_106332074"	1366
"chr11_108538202"	1367
"chr11_112578628"	1373
"chr11_116611792"	1377
"chr11_116679332"	1378
"chr11_116942348"	1381
"chr11_117056082"	1383
"chr11_117870384"	1387
"chr11_118415604"	1389
"chr11_118796699"	1394
"chr11_119780961"	1395
"chr11_120394492"	1397
"chr11_122967340"	1406
"chr11_123316025"	1409
"chr11_129503456"	1414
"chr11_129580157"	1418
"chr11_134114776"	1427
"chr12_2041575"	1435
"chr12_6028549"	1445
"chr12_6146084"	1446
"chr12_6325338"	1449
"chr12_6346908"	1451
"chr12_11585106"	1457
"chr12_11907497"	1458
"chr12_12740200"	1460
"chr12_13200126"	1464
"chr12_14973130"	1466
"chr12_18496982"	1471
"chr12_19006172"	1474
"chr12_25671686"	1476
"chr12_25725998"	1477
"chr12_26254633"	1478
"chr12_31926694"	1488
"chr12_42628958"	1498
"chr12_43011690"	1499
"chr12_46381675"	1504
"chr12_46887793"	1509
"chr12_47582803"	1510
"chr12_48415987"	1513
"chr12_49938826"	1515
"chr12_51437657"	1519
"chr12_51492430"	1520
"chr12_52597610"	1529
"chr12_53011321"	1533
"chr12_53363936"	1540
"chr12_53398210"	1542
"chr12_53752906"	1544
"chr12_54432070"	1548
"chr12_54764402"	1550
"chr12_56387838"	1554
"chr12_58117250"	1555
"chr12_64379238"	1560
"chr12_64994723"	1565
"chr12_65002243"	1566
"chr12_67669747"	1570
"chr12_67915958"	1572
"chr12_69359141"	1577
"chr12_70643802"	1580
"chr12_79416844"	1586
"chr12_92277664"	1599
"chr12_96507881"	1611
"chr12_98095872"	1615
"chr12_102002337"	1622
"chr12_102092498"	1623
"chr12_105169839"	1631
"chr12_108928263"	1637
"chr12_110461584"	1642
"chr12_110994032"	1644
"chr12_111029641"	1647
"chr12_112541999"	1652
"chr12_115836321"	1654
"chr12_116310199"	1659
"chr12_116453702"	1661
"chr12_116941172"	1667
"chr12_117093778"	1669
"chr12_117353286"	1670
"chr12_118379048"	1676
"chr12_119609285"	1682
"chr12_120518013"	1685
"chr12_120600213"	1686
"chr12_120796602"	1688
"chr12_121613951"	1691
"chr12_122442898"	1694
"chr12_123544975"	1702
"chr12_123591353"	1707
"chr12_124702788"	1716
"chr12_124844693"	1718
"chr12_124845884"	1719
"chr12_124854736"	1721
"chr12_124878879"	1724
"chr12_124895346"	1725
"chr12_125012565"	1728
"chr12_125040043"	1729
"chr12_125093305"	1730
"chr12_125164194"	1733
"chr12_125175721"	1735
"chr12_125226837"	1738
"chr12_131335127"	1750
"chr12_131361160"	1751
"chr12_131581949"	1754
"chr12_132349979"	1762
"chr13_21079906"	1770
"chr13_22103832"	1771
"chr13_23553437"	1772
"chr13_23640341"	1774
"chr13_24062854"	1775
"chr13_28476328"	1780
"chr13_28609547"	1781
"chr13_29017220"	1782
"chr13_30595536"	1785
"chr13_34217141"	1795
"chr13_39259200"	1801
"chr13_41568296"	1804
"chr13_41676249"	1806
"chr13_45217989"	1812
"chr13_46694760"	1816
"chr13_46709564"	1817
"chr13_50349685"	1822
"chr13_50723380"	1824
"chr13_64792376"	1830
"chr13_71444276"	1835
"chr13_75988284"	1839
"chr13_77602518"	1840
"chr13_82665408"	1843
"chr13_86163844"	1848
"chr13_98530840"	1855
"chr13_98953427"	1859
"chr13_100632785"	1869
"chr13_106559432"	1871
"chr13_107405798"	1873
"chr13_107513662"	1875
"chr13_109571823"	1877
"chr13_109740269"	1879
"chr13_110228835"	1880
"chr13_111469549"	1883
"chr13_113346248"	1891
"chr13_114203346"	1902
"chr13_114536629"	1903
"chr13_114797928"	1904
"chr14_21101426"	1907
"chr14_22632770"	1909
"chr14_22741466"	1910
"chr14_24110003"	1913
"chr14_24237684"	1915
"chr14_35810186"	1930
"chr14_37325631"	1933
"chr14_38057480"	1934
"chr14_41285884"	1939
"chr14_43245117"	1944
"chr14_44118999"	1949
"chr14_51343437"	1956
"chr14_51431418"	1958
"chr14_53313766"	1964
"chr14_54430371"	1971
"chr14_54960229"	1973
"chr14_55570301"	1974
"chr14_56978680"	1977
"chr14_58713769"	1981
"chr14_58726110"	1982
"chr14_58766343"	1983
"chr14_59651862"	1984
"chr14_61095135"	1991
"chr14_61980981"	1996
"chr14_64014674"	2001
"chr14_64089682"	2003
"chr14_64144889"	2005
"chr14_64765467"	2008
"chr14_65465245"	2013
"chr14_65577414"	2015
"chr14_65725255"	2019
"chr14_66052552"	2021
"chr14_67003860"	2022
"chr14_69020910"	2033
"chr14_69412919"	2036
"chr14_69444251"	2037
"chr14_74069061"	2047
"chr14_74222426"	2052
"chr14_74249490"	2055
"chr14_74251687"	2056
"chr14_74775680"	2058
"chr14_75649861"	2062
"chr14_75725543"	2065
"chr14_75726997"	2066
"chr14_75750040"	2069
"chr14_75859640"	2072
"chr14_76002427"	2073
"chr14_76957249"	2077
"chr14_77391434"	2082
"chr14_77471304"	2085
"chr14_77611421"	2090
"chr14_77784630"	2091
"chr14_81753894"	2098
"chr14_87516579"	2101
"chr14_89154586"	2109
"chr14_91746682"	2125
"chr14_91792621"	2127
"chr14_91859631"	2128
"chr14_93412651"	2131
"chr14_93440607"	2133
"chr14_93448403"	2135
"chr14_93523615"	2140
"chr14_94787905"	2149
"chr14_94801418"	2150
"chr14_95110200"	2152
"chr14_95628157"	2156
"chr14_95740259"	2160
"chr14_95907531"	2163
"chr14_95951861"	2166
"chr14_95978367"	2167
"chr14_95997001"	2169
"chr14_96013948"	2170
"chr14_96083176"	2172
"chr14_96572561"	2177
"chr14_96583942"	2178
"chr14_96690927"	2180
"chr14_97041298"	2182
"chr14_99357701"	2188
"chr14_99369990"	2189
"chr14_99981044"	2193
"chr14_100491783"	2200
"chr14_100563134"	2201
"chr14_101876788"	2211
"chr14_102172986"	2214
"chr14_102939591"	2216
"chr14_103193282"	2218
"chr14_103337519"	2221
"chr14_104203512"	2227
"chr14_104346556"	2228
"chr14_104396791"	2230
"chr14_105648938"	2241
"chr14_105795204"	2245
"chr14_106208133"	2262
"chr14_106235854"	2263
"chr14_106309901"	2264
"chr15_39826757"	2285
"chr15_40268671"	2288
"chr15_41234001"	2295
"chr15_41258566"	2297
"chr15_41261125"	2298
"chr15_47810273"	2312
"chr15_50982737"	2316
"chr15_51147169"	2317
"chr15_51471353"	2318
"chr15_52283278"	2322
"chr15_52477659"	2325
"chr15_52948851"	2326
"chr15_55467636"	2331
"chr15_56872900"	2332
"chr15_59050598"	2339
"chr15_62405290"	2344
"chr15_62765297"	2345
"chr15_63072404"	2346
"chr15_63672953"	2358
"chr15_64814441"	2371
"chr15_64916395"	2373
"chr15_69775271"	2389
"chr15_69869370"	2391
"chr15_69887038"	2392
"chr15_70308740"	2397
"chr15_70600793"	2401
"chr15_70670713"	2403
"chr15_71317217"	2407
"chr15_71376455"	2409
"chr15_72261581"	2418
"chr15_73988464"	2422
"chr15_74035499"	2425
"chr15_74317092"	2430
"chr15_74606819"	2432
"chr15_74861996"	2433
"chr15_75307571"	2439
"chr15_75676603"	2443
"chr15_75845206"	2444
"chr15_77889214"	2448
"chr15_78045811"	2449
"chr15_78567473"	2451
"chr15_80971996"	2456
"chr15_81166378"	2458
"chr15_81384608"	2460
"chr15_81944317"	2463
"chr15_85168887"	2466
"chr15_87435002"	2474
"chr15_89652285"	2479
"chr15_89663296"	2481
"chr15_89673195"	2483
"chr15_89682796"	2484
"chr15_90380660"	2494
"chr15_92115548"	2497
"chr15_92517468"	2498
"chr15_92731618"	2499
"chr15_93182614"	2500
"chr15_95790549"	2503
"chr15_95802125"	2504
"chr15_96259699"	2505
"chr15_96326655"	2506
"chr15_96439088"	2508
"chr15_96455057"	2509
"chr15_96646744"	2510
"chr15_96916154"	2514
"chr15_97942659"	2519
"chr15_99992909"	2528
"chr15_100748827"	2530
"chr15_101708160"	2532
"chr15_101788755"	2534
"chr16_323927"	2535
"chr16_377407"	2537
"chr16_500708"	2539
"chr16_608820"	2541
"chr16_1241382"	2551
"chr16_1347253"	2554
"chr16_1701629"	2558
"chr16_1946104"	2560
"chr16_4233518"	2583
"chr16_4389164"	2584
"chr16_5027182"	2590
"chr16_11221965"	2600
"chr16_11277149"	2602
"chr16_14327289"	2616
"chr16_17553597"	2625
"chr16_19126645"	2626
"chr16_23087856"	2639
"chr16_23091240"	2640
"chr16_23374114"	2643
"chr16_29322348"	2660
"chr16_30868214"	2663
"chr16_33959504"	2670
"chr16_48269767"	2676
"chr16_50278516"	2682
"chr16_50740258"	2684
"chr16_53079569"	2686
"chr16_54925791"	2697
"chr16_56407148"	2699
"chr16_58505265"	2708
"chr16_65773430"	2716
"chr16_65913782"	2718
"chr16_67425492"	2722
"chr16_67982166"	2727
"chr16_68039910"	2730
"chr16_68271904"	2732
"chr16_68295825"	2733
"chr16_68450698"	2736
"chr16_68460439"	2737
"chr16_68779776"	2742
"chr16_69757847"	2746
"chr16_69766500"	2747
"chr16_70170790"	2749
"chr16_70196328"	2750
"chr16_71147890"	2756
"chr16_72883105"	2760
"chr16_72948383"	2762
"chr16_72970032"	2764
"chr16_72978935"	2765
"chr16_73089445"	2769
"chr16_75344113"	2775
"chr16_75458651"	2777
"chr16_78086468"	2786
"chr16_78325021"	2789
"chr16_79205894"	2795
"chr16_80655759"	2803
"chr16_81602012"	2810
"chr16_81872520"	2812
"chr16_81972837"	2813
"chr16_82117809"	2814
"chr16_83878733"	2818
"chr16_83960984"	2820
"chr16_84209583"	2823
"chr16_84496277"	2828
"chr16_84552841"	2829
"chr16_84758352"	2831
"chr16_84820396"	2833
"chr16_84989298"	2837
"chr16_85178945"	2838
"chr16_85181115"	2839
"chr16_85345747"	2841
"chr16_85355790"	2843
"chr16_85480642"	2847
"chr16_85491164"	2849
"chr16_85496151"	2851
"chr16_85554841"	2856
"chr16_85780179"	2860
"chr16_85787326"	2861
"chr16_86227601"	2864
"chr16_86965067"	2869
"chr16_88827441"	2882
"chr16_88828604"	2883
"chr16_88994325"	2888
"chr16_89002885"	2889
"chr16_89004598"	2890
"chr16_89070006"	2892
"chr16_89115197"	2893
"chr16_89380964"	2896
"chr17_3635743"	2910
"chr17_4151450"	2911
"chr17_7124782"	2918
"chr17_7199847"	2919
"chr17_7855300"	2922
"chr17_13225166"	2928
"chr17_17417878"	2936
"chr17_17686735"	2941
"chr17_18893631"	2946
"chr17_25574554"	2955
"chr17_26200848"	2958
"chr17_26852511"	2960
"chr17_26961412"	2963
"chr17_28878945"	2971
"chr17_29893658"	2972
"chr17_31846895"	2976
"chr17_37068770"	2983
"chr17_37968891"	2985
"chr17_38175112"	2988
"chr17_38179823"	2989
"chr17_38691101"	3004
"chr17_38705692"	3006
"chr17_38711973"	3008
"chr17_38738768"	3010
"chr17_38843881"	3013
"chr17_40780291"	3021
"chr17_41014776"	3022
"chr17_42295771"	3024
"chr17_45214625"	3039
"chr17_46128081"	3045
"chr17_46577647"	3047
"chr17_47049978"	3051
"chr17_48344433"	3060
"chr17_48385316"	3062
"chr17_48756618"	3067
"chr17_48862686"	3068
"chr17_48939336"	3070
"chr17_49025802"	3074
"chr17_49027778"	3075
"chr17_55174315"	3081
"chr17_55244299"	3083
"chr17_55347172"	3084
"chr17_55453330"	3087
"chr17_56353994"	3097
"chr17_57635524"	3099
"chr17_58645499"	3104
"chr17_60575795"	3108
"chr17_60878190"	3110
"chr17_61521532"	3114
"chr17_61830279"	3117
"chr17_62151730"	3118
"chr17_62294113"	3120
"chr17_63240018"	3124
"chr17_64929863"	3130
"chr17_65209735"	3132
"chr17_65407783"	3133
"chr17_65553581"	3135
"chr17_66325252"	3138
"chr17_66336028"	3139
"chr17_66432459"	3140
"chr17_66436269"	3141
"chr17_66437773"	3142
"chr17_70467678"	3145
"chr17_70680403"	3150
"chr17_72741089"	3159
"chr17_72988195"	3164
"chr17_73553361"	3168
"chr17_73869280"	3172
"chr17_76310215"	3184
"chr17_78021151"	3197
"chr17_78076985"	3200
"chr17_79920806"	3205
"chr17_80747418"	3221
"chr17_80847339"	3222
"chr17_80851154"	3223
"chr17_80989969"	3225
"chr17_81137731"	3231
"chr17_81143289"	3232
"chr17_81155184"	3233
"chr18_499614"	3235
"chr18_3402422"	3238
"chr18_3689469"	3240
"chr18_9705481"	3244
"chr18_9758002"	3245
"chr18_10260131"	3253
"chr18_13395088"	3256
"chr18_13426018"	3257
"chr18_13616931"	3261
"chr18_18831660"	3263
"chr18_18910361"	3265
"chr18_20427374"	3268
"chr18_20451865"	3269
"chr18_21184271"	3274
"chr18_21207379"	3275
"chr18_21209619"	3276
"chr18_21631403"	3278
"chr18_24325486"	3280
"chr18_33677254"	3289
"chr18_33679496"	3290
"chr18_34160928"	3291
"chr18_42309893"	3294
"chr18_42411890"	3295
"chr18_43382937"	3300
"chr18_43438929"	3302
"chr18_45650644"	3306
"chr18_46501211"	3311
"chr18_46548160"	3316
"chr18_47250210"	3318
"chr18_51693198"	3321
"chr18_55395598"	3333
"chr18_55461108"	3334
"chr18_57621734"	3337
"chr18_60823161"	3342
"chr18_60908964"	3343
"chr18_71910078"	3349
"chr18_72673435"	3352
"chr18_74569595"	3355
"chr18_74827136"	3357
"chr18_76823074"	3359
"chr19_455168"	3360
"chr19_1185876"	3373
"chr19_1254751"	3376
"chr19_1259414"	3377
"chr19_1394254"	3381
"chr19_1871331"	3384
"chr19_1907979"	3385
"chr19_2169103"	3388
"chr19_2525246"	3391
"chr19_2576472"	3394
"chr19_3387867"	3402
"chr19_3390232"	3403
"chr19_3737337"	3406
"chr19_4536940"	3412
"chr19_4538540"	3413
"chr19_4976615"	3419
"chr19_4991855"	3420
"chr19_5021306"	3421
"chr19_7479892"	3425
"chr19_7486931"	3426
"chr19_10445207"	3434
"chr19_11531205"	3438
"chr19_14667651"	3446
"chr19_16256428"	3459
"chr19_16272217"	3460
"chr19_16480177"	3462
"chr19_17351041"	3471
"chr19_18444675"	3476
"chr19_18491157"	3477
"chr19_18597208"	3481
"chr19_18881081"	3483
"chr19_18997930"	3485
"chr19_19170333"	3488
"chr19_19598128"	3491
"chr19_19657653"	3492
"chr19_30597781"	3504
"chr19_34298943"	3517
"chr19_35762560"	3523
"chr19_35804809"	3526
"chr19_35810172"	3528
"chr19_35825122"	3529
"chr19_36045205"	3532
"chr19_36060392"	3533
"chr19_36336634"	3536
"chr19_39602396"	3550
"chr19_39678449"	3556
"chr19_40755820"	3557
"chr19_40986417"	3559
"chr19_41558438"	3563
"chr19_43769217"	3567
"chr19_44187454"	3569
"chr19_45246249"	3572
"chr19_46381526"	3577
"chr19_46686041"	3578
"chr19_47406897"	3585
"chr19_47428634"	3586
"chr19_48566093"	3592
"chr19_49057266"	3594
"chr19_51182708"	3601
"chr19_51227783"	3603
"chr19_54109887"	3607
"chr19_55813358"	3612
"chr19_58310716"	3616
"chr19_58358755"	3617
"chr19_59029714"	3618
"chr2_567165"	3619
"chr2_1696509"	3622
"chr2_1709419"	3623
"chr2_3226608"	3625
"chr2_7158041"	3629
"chr2_7488145"	3632
"chr2_9946603"	3636
"chr2_10631189"	3642
"chr2_10918670"	3647
"chr2_10982143"	3648
"chr2_11056364"	3649
"chr2_11653055"	3655
"chr2_11664763"	3657
"chr2_11691212"	3660
"chr2_11698853"	3661
"chr2_11928992"	3665
"chr2_15906669"	3669
"chr2_19338309"	3678
"chr2_20574868"	3686
"chr2_20669086"	3689
"chr2_20783622"	3691
"chr2_23018798"	3693
"chr2_26981097"	3701
"chr2_28431164"	3706
"chr2_28565526"	3707
"chr2_28584079"	3709
"chr2_38478680"	3724
"chr2_39133221"	3726
"chr2_39351773"	3727
"chr2_39407695"	3728
"chr2_39675446"	3731
"chr2_40427686"	3734
"chr2_42263274"	3736
"chr2_42593715"	3739
"chr2_43016158"	3741
"chr2_43953466"	3744
"chr2_43993532"	3746
"chr2_45134210"	3750
"chr2_45980700"	3754
"chr2_47290866"	3765
"chr2_55132242"	3771
"chr2_55391111"	3773
"chr2_55619433"	3775
"chr2_63085586"	3785
"chr2_65202643"	3790
"chr2_66617110"	3794
"chr2_67392940"	3797
"chr2_68412910"	3800
"chr2_70205874"	3805
"chr2_70559405"	3808
"chr2_70609410"	3809
"chr2_71733531"	3813
"chr2_72802368"	3818
"chr2_73213372"	3822
"chr2_75125253"	3831
"chr2_75145181"	3832
"chr2_77059843"	3840
"chr2_78043984"	3842
"chr2_85731333"	3848
"chr2_86182083"	3851
"chr2_86491529"	3852
"chr2_96995605"	3862
"chr2_97220147"	3864
"chr2_97462798"	3867
"chr2_100148145"	3877
"chr2_100494749"	3884
"chr2_100630483"	3885
"chr2_100683522"	3886
"chr2_102590980"	3891
"chr2_105098199"	3892
"chr2_106763810"	3898
"chr2_109887128"	3910
"chr2_110024344"	3912
"chr2_110097260"	3914
"chr2_110402419"	3917
"chr2_118228221"	3929
"chr2_120245072"	3935
"chr2_121320936"	3946
"chr2_121324882"	3948
"chr2_122018387"	3954
"chr2_122247062"	3956
"chr2_123809359"	3957
"chr2_129035585"	3961
"chr2_129038529"	3962
"chr2_132321745"	3972
"chr2_133026824"	3977
"chr2_133634746"	3980
"chr2_134262683"	3985
"chr2_134340591"	3986
"chr2_135581191"	3987
"chr2_136972916"	3989
"chr2_138266622"	3992
"chr2_140531293"	4000
"chr2_142468492"	4002
"chr2_142642489"	4003
"chr2_143631066"	4004
"chr2_149534104"	4010
"chr2_151595811"	4015
"chr2_151734488"	4017
"chr2_151754992"	4018
"chr2_152120921"	4020
"chr2_155764633"	4027
"chr2_157038703"	4030
"chr2_157256178"	4031
"chr2_157393883"	4032
"chr2_157981906"	4034
"chr2_159887632"	4046
"chr2_159956307"	4048
"chr2_161083970"	4054
"chr2_161491183"	4055
"chr2_161850214"	4056
"chr2_161885269"	4057
"chr2_163346032"	4061
"chr2_163672085"	4062
"chr2_164697091"	4064
"chr2_166909163"	4065
"chr2_168912924"	4067
"chr2_169427122"	4070
"chr2_169466384"	4071
"chr2_169547152"	4073
"chr2_169709960"	4074
"chr2_170060627"	4076
"chr2_170066993"	4077
"chr2_171133575"	4082
"chr2_173138974"	4088
"chr2_174278586"	4090
"chr2_174545579"	4091
"chr2_174631826"	4092
"chr2_174837358"	4095
"chr2_175063836"	4097
