hg19.kgXref.geneSymbol	DMSO_H3K27me3	DMSO_H3K4me1	DMSO_H3K4me2	DMSO_H3K4me3	Drug_H3K27me3	Drug_H3K4me1	Drug_H3K4me2	Drug_H3K4me3
RBM24	0.003268983	0.106794948	0.031121614	0.055052889	0.007947075	0.078992475	0.107811405	0.043001886
RBM24	0.001376041	0.212240281	0.483747613	0.698996033	0.004107664	0.216389072	0.485796773	0.401881834
RBM24	0.001376041	0.212240281	0.483747613	0.698996033	0.004107664	0.216389072	0.485796773	0.401881834
RBM24	0.007884781	0.111791282	0.098003127	0.12052202	0.006563668	0.10543879	0.094126937	0.061295857
RBM24	0.007230555	0.098175499	0.04126183	0.028409787	0.007163473	0.08442007	0.064428887	0.025893338
RBM24	0.006596019	0.092157308	0.042076591	0.02561361	0.006314282	0.071606792	0.031269375	0.020983183
RBM24	0.02551754	0.155817015	0.561709892	0.156558038	0.008090977	0.134597089	0.482615026	0.065395224
RBM24	0.030203487	0.20217653	0.752859708	0.183732737	0.011199535	0.16190464	0.509439159	0.086402083
RBM24	0.006133134	0.227829922	0.11569016	0.132520792	0.004728428	0.300718727	0.193681903	0.0377772
RBM24	0.006133134	0.227829922	0.11569016	0.132520792	0.004728428	0.300718727	0.193681903	0.0377772
RBM24	0.006133134	0.227829922	0.11569016	0.132520792	0.004728428	0.300718727	0.193681903	0.0377772
RBM24	0.006133134	0.227829922	0.11569016	0.132520792	0.004728428	0.300718727	0.193681903	0.0377772
RBM24	0.006133134	0.227829922	0.11569016	0.132520792	0.004728428	0.300718727	0.193681903	0.0377772
ID4	0.006133134	0.227829922	0.11569016	0.132520792	0.004728428	0.300718727	0.193681903	0.0377772
SOX4	0.003740055	0.271328876	0.101904668	0.019911495	0.001646515	0.285352278	0.072408038	0.025363215
BTN2A2	0.005043004	0.326789211	0.123064711	0.021217537	0.001488888	0.339379986	0.088434544	0.025847141
BTN2A2	0.003679909	0.272416864	0.102544246	0.019934238	0.001648103	0.286294	0.072653715	0.025346989
BTN2A2	0	0.035462624	0.008780993	0.011511719	0.000753299	0.033007145	0.008023805	0.025976485
BTN2A2	0	0.03605817	0.009291569	0.009281862	0.000516649	0.033807444	0.007366478	0.02362948
BTN2A2	0.064429208	0.497982789	0.207029313	0.043484126	0.072510602	0.517704549	0.160654907	0.034821729
BTN2A2	0.037954099	0.790284838	1.53467957	0.355867634	0.043448108	0.908595431	0.978303826	0.273120732
BTN2A2	0.037954099	0.790284838	1.53467957	0.355867634	0.043448108	0.908595431	0.978303826	0.273120732
BTN2A2	0.030773082	0.036725448	0.036596207	0.030571737	0.03340209	0.034592815	0.043952912	0.0322773
BTN2A2	0.030719323	0.037871798	0.03708712	0.030859417	0.032911631	0.035339515	0.044552243	0.032756306
BTN2A2	0.030719323	0.037871798	0.03708712	0.030859417	0.032911631	0.035339515	0.044552243	0.032756306
BTN2A2	0.030719323	0.037871798	0.03708712	0.030859417	0.032911631	0.035339515	0.044552243	0.032756306
BTN2A2	0.059250797	0.119220968	0.11294526	0.04418697	0.060844608	0.099280594	0.101700159	0.037352773
BTN2A2	0.059250797	0.119220968	0.11294526	0.04418697	0.060844608	0.099280594	0.101700159	0.037352773
BTN2A2	0.048348329	0.09349071	0.023969789	0.035607091	0.028765759	0.07276005	0.032303396	0.017455982
BTN2A2	0.071238283	0.140145648	0.111049601	0.037683054	0.069215869	0.110445748	0.101164958	0.030868455
BTN2A2	0.046469098	0.017823783	0.023646445	0.02601618	0.050502995	0.016791354	0.038430117	0.018792062
BTN2A2	0.046469098	0.017823783	0.023646445	0.02601618	0.050502995	0.016791354	0.038430117	0.018792062
BTN2A2	0.056752418	0.086594542	0.164399831	0.031280436	0.069803914	0.091831051	0.141409404	0.044095507
BTN2A2	0.056774589	0.087204466	0.166945175	0.032402448	0.069774107	0.092275836	0.144724969	0.044794574
BTN2A2	0.058717837	0.095630298	0.19829739	0.052492418	0.074125838	0.121007645	0.166427132	0.068021788
BTN2A2	0.058717837	0.095630298	0.19829739	0.052492418	0.074125838	0.121007645	0.166427132	0.068021788
BTN2A2	0.03458573	0.065595396	0.053169698	0.029314105	0.041431186	0.063612965	0.044030183	0.046244899
BTN2A2	0.039196538	0.139464044	0.101560388	0.030415772	0.044100979	0.180177331	0.115089201	0.045222832
BTN2A2	0.040409791	0.199009454	0.15348053	0.031700884	0.045796786	0.254401515	0.157216764	0.044448456
BTN2A2	0.013207098	0.115027918	0.059370662	0.043811874	0.012530099	0.151957988	0.060327463	0.063322918
BTN2A2	0.00840616	0.314058321	2.321476446	1.900696386	0.013578465	0.355880487	1.931034895	1.070176983
BTN2A2	0.00575124	0.496632718	0.419724272	0.192807584	0.005988666	0.528850579	0.3931284	0.106588407
BTN2A2	0.009074605	0.038738116	0.014821426	0.03484492	0.002670129	0.088132447	0.017180127	0.045284757
BTN2A2	0.011955832	0.091577112	0.092654819	0.101693173	0.007073976	0.134441137	0.068304981	0.047294705
BTN2A2	0.011955832	0.091577112	0.092654819	0.101693173	0.007073976	0.134441137	0.068304981	0.047294705
BTN2A2	0.012941826	0.124554022	0.136430829	0.138430285	0.008414436	0.149446775	0.093701744	0.053517564
BTN2A2	0.047542726	0.089479874	0.063560739	0.048883999	0.046873691	0.105257364	0.061564896	0.061832103
BTN2A2	0.047542726	0.089479874	0.063560739	0.048883999	0.046873691	0.105257364	0.061564896	0.061832103
BTN2A2	0.047542726	0.089479874	0.063560739	0.048883999	0.046873691	0.105257364	0.061564896	0.061832103
BTN2A2	0.020887445	0.285491519	0.238435946	0.144334558	0.021524097	0.266998425	0.179479485	0.128836477
BTN2A2	0.004958838	0.156052584	0.431928873	0.715401662	0.003986676	0.172553673	0.347949148	0.406319864
BTN2A2	0.033281928	0.041450084	0.068243396	0.05517409	0.039913529	0.039447809	0.058674977	0.039890001
BTN2A2	0.033281928	0.041450084	0.068243396	0.05517409	0.039913529	0.039447809	0.058674977	0.039890001
BTN2A2	0.035527877	0.071856745	0.086252194	0.062641357	0.038465935	0.044360102	0.086001663	0.060826887
BTN2A2	0.010670701	0.124777563	0.514529068	0.460051239	0.013324153	0.142900669	0.422508358	0.293876178
BTN2A2	0.010665507	0.12482453	0.514959659	0.460161966	0.013321799	0.142878704	0.422874475	0.294169451
BTN2A2	0.010729137	0.068982568	2.325531503	3.452790201	0.004919517	0.147438711	2.017168542	2.190968948
BTN2A2	0.013701537	0.02248895	0.043752238	0.047248163	0.021796114	0.030265143	0.053788197	0.034336326
BTN2A2	0.013701537	0.02248895	0.043752238	0.047248163	0.021796114	0.030265143	0.053788197	0.034336326
BTN2A2	0.011713501	0.018250964	0.020692377	0.023570156	0.01730385	0.024686687	0.035012237	0.030020061
BTN2A2	0.009663502	0.014107366	0.016236095	0.025271933	0.012899223	0.02030231	0.029993748	0.030200972
BTN2A2	0.004783206	0.046661321	0.098884906	0.114979279	0.004892511	0.052136382	0.047787452	0.061808088
BTN2A2	0.004783206	0.046661321	0.098884906	0.114979279	0.004892511	0.052136382	0.047787452	0.061808088
BTN2A2	0.004890272	0.047776791	0.101071875	0.120602591	0.004928711	0.055668536	0.054136785	0.067017324
BTN2A2	0.004682955	0.048685843	0.102735868	0.101710477	0.004794343	0.053966751	0.049122259	0.062781254
BTN2A2	0.012453537	0.043744825	0.039566079	0.035071461	0.013385269	0.053416522	0.041619814	0.046249965
BTN2A2	0.012453537	0.043744825	0.039566079	0.035071461	0.013385269	0.053416522	0.041619814	0.046249965
BTN2A2	0.012453537	0.043744825	0.039566079	0.035071461	0.013385269	0.053416522	0.041619814	0.046249965
BTN2A2	0.030139105	0.711874142	0.379024394	0.133538052	0.028845892	0.714279665	0.242622854	0.117789413
BTN2A2	0.031310985	0.407908073	0.203001655	0.072307577	0.033069075	0.414407517	0.152288668	0.071071795
BTN2A2	0.031310985	0.407908073	0.203001655	0.072307577	0.033069075	0.414407517	0.152288668	0.071071795
BTN2A2	0.007991649	0.111364573	0.29567235	0.264907228	0.012012516	0.143417793	0.28218303	0.116776668
BTN2A2	0.014642197	0.052214113	0.042846701	0.063245332	0.019279427	0.053777459	0.050530191	0.040986082
BTN2A2	0.012871147	0.081423217	0.086092614	0.08072209	0.017213439	0.069500583	0.073242231	0.03867747
BTN2A2	0.008810072	0.218734185	0.984161991	1.312940725	0.009471023	0.249442494	0.98527518	0.697547344
BTN2A2	0.008886952	0.221882501	0.94529862	1.235003555	0.009775664	0.250841229	0.928424648	0.64770967
BTN2A2	0.009800161	0.257653933	0.669548541	0.607318358	0.013442499	0.27110286	0.497432224	0.270044869
BTN2A2	0.006781366	0.099574906	0.275990877	0.087458025	0.006452095	0.085729192	0.199661225	0.063150575
BTN2A2	0.021551696	0.058776697	0.250540122	0.197036767	0.021490927	0.060233635	0.167213358	0.122179748
HMGN4	0.018130494	0.031440162	0.046729007	0.093132953	0.023350425	0.029079928	0.095646587	0.066508756
HMGN4	0.001392108	0.022684004	0.005004221	0.034525503	0.00702331	0.028590096	0.008248366	0.016298821
HMGN4	0.001534825	0.021074685	0.004404026	0.033038551	0.006447532	0.025446236	0.008339822	0.022072805
HMGN4	0.003010684	0.052792406	0.095751167	0.065317249	0.002745197	0.070376109	0.094917504	0.080109014
ZKSCAN8	0.003010684	0.052792406	0.095751167	0.065317249	0.002745197	0.070376109	0.094917504	0.080109014
ZKSCAN8	0.003010684	0.052792406	0.095751167	0.065317249	0.002745197	0.070376109	0.094917504	0.080109014
ZKSCAN8	0.003010684	0.052792406	0.095751167	0.065317249	0.002745197	0.070376109	0.094917504	0.080109014
ZKSCAN8	0.003010684	0.052792406	0.095751167	0.065317249	0.002745197	0.070376109	0.094917504	0.080109014
ZKSCAN8	0.003010684	0.052792406	0.095751167	0.065317249	0.002745197	0.070376109	0.094917504	0.080109014
ZKSCAN8	0.002836587	0.081051387	0.137085626	0.079672304	0.002320554	0.094155061	0.115520432	0.101476308
ZKSCAN8	0.002836587	0.081051387	0.137085626	0.079672304	0.002320554	0.094155061	0.115520432	0.101476308
ZKSCAN8	0.002522063	0.089207091	0.16418093	0.086603455	0.002751124	0.106535919	0.135935408	0.110992771
ZKSCAN8	0.002522063	0.089207091	0.16418093	0.086603455	0.002751124	0.106535919	0.135935408	0.110992771
ZKSCAN8	0.002522063	0.089207091	0.16418093	0.086603455	0.002751124	0.106535919	0.135935408	0.110992771
ZKSCAN8	0.002522063	0.089207091	0.16418093	0.086603455	0.002751124	0.106535919	0.135935408	0.110992771
ZKSCAN8	0.002212635	0.249305823	1.118814127	0.99644091	0.001199326	0.279694602	0.981868142	0.656741439
ZKSCAN8	0.002212635	0.249305823	1.118814127	0.99644091	0.001199326	0.279694602	0.981868142	0.656741439
ZKSCAN8	0.047009306	0.025600893	0.088904796	0.05098893	0.053253387	0.030637644	0.056309585	0.042395645
ZKSCAN8	0.045545195	0.032092775	0.028179535	0.016087336	0.035689862	0.045048077	0.033820521	0.016587748
ZKSCAN8	0.050496567	0.068555329	0.084049762	0.073752232	0.03433626	0.078390727	0.082910307	0.048895668
ITPR3	0.041225719	0.062511548	0.099041415	0.040081858	0.039875118	0.089323374	0.104458094	0.047467368
SBP1	0.041225719	0.062511548	0.099041415	0.040081858	0.039875118	0.089323374	0.104458094	0.047467368
ITPR3	0.041225719	0.062511548	0.099041415	0.040081858	0.039875118	0.089323374	0.104458094	0.047467368
SBP1	0.008914818	0.447376785	1.447401087	0.826060972	0.016115642	0.527667492	1.150603355	0.58668463
MNF1	0.004321154	0.285634505	2.626707941	2.376336413	0.004469256	0.425238109	2.228781202	1.539574119
SBP1	0.006699293	0.217210888	1.156905291	0.813425903	0.008698432	0.268419858	0.887821797	0.508538987
MNF1	0.021429992	0.021552385	0.034403558	0.061025315	0.024008004	0.027672083	0.056658587	0.083899558
MNF1	0.021429992	0.021552385	0.034403558	0.061025315	0.024008004	0.027672083	0.056658587	0.083899558
MNF1	0.021429992	0.021552385	0.034403558	0.061025315	0.024008004	0.027672083	0.056658587	0.083899558
MNF1	0.021429992	0.021552385	0.034403558	0.061025315	0.024008004	0.027672083	0.056658587	0.083899558
LEMD2	0.02190246	0.021368476	0.035334552	0.063851806	0.024828299	0.028661235	0.058718895	0.087727797
LEMD2	0.04171719	0.049763174	0.055389236	0.045812845	0.041026371	0.044789636	0.085802879	0.035992449
LEMD2	0.039237024	0.042089542	0.050893757	0.031300073	0.040917599	0.043835059	0.069748437	0.03749101
LEMD2	0.034603389	0.015414241	0.019831576	0.019038046	0.041226217	0.022533229	0.034155356	0.018188785
LEMD2	0.015902109	0.159520223	0.539621507	0.487422601	0.012732401	0.219192443	0.431471196	0.376191139
LEMD2	0.030949849	0.154275427	0.11523133	0.05854009	0.038749062	0.115836078	0.075171184	0.064337044
LEMD2	0.031774106	0.170603833	0.124904463	0.064369461	0.037908381	0.120631085	0.081316335	0.072031138
LEMD2	0.027315865	0	0	0.033918507	0	0.00676361	0.008419842	0
LEMD2	0.029001439	0.055121265	0.050941987	0.033798494	0.032221036	0.054321059	0.055935421	0.031859512
HMGA1	0.029001439	0.055121265	0.050941987	0.033798494	0.032221036	0.054321059	0.055935421	0.031859512
HMGA1	0.029001439	0.055121265	0.050941987	0.033798494	0.032221036	0.054321059	0.055935421	0.031859512
HMGA1	0.00054663	0	0.035020225	0.030398662	0.086900333	0.009677493	0.08677997	0.016943967
HMGA1	0.019982536	0.239223248	0.119724619	0.043462648	0.024219019	0.212476795	0.114554862	0.039963351
HMGA1	0	0.955456677	0.435523022	0	0	1.18097621	0.408038463	0
HMGA1	0.011046306	0.388901637	0.188073196	0.043205999	0.013246037	0.293806804	0.13570539	0.036120247
HMGA1	0.011046306	0.388901637	0.188073196	0.043205999	0.013246037	0.293806804	0.13570539	0.036120247
HMGA1	0.024101583	0.316452143	0.161733427	0.049108797	0.025777266	0.244434783	0.132614399	0.042781787
HMGA1	0.015245404	0.054569469	0.044022855	0.038447879	0.01951509	0.05229052	0.055459115	0.041670083
HMGA1	0.015245404	0.054569469	0.044022855	0.038447879	0.01951509	0.05229052	0.055459115	0.041670083
HMGA1	0.028588952	0.022213517	0.02918476	0.024527824	0.03315377	0.023472793	0.033843234	0.022823283
HMGA1	0.029208074	0.021953469	0.029302285	0.025093988	0.033472849	0.022888664	0.035010925	0.023167477
HMGA1	0.033454102	0.025349677	0.031402478	0.03034633	0.036826453	0.030463931	0.036919642	0.040950922
HMGA1	0.027484135	0.022313294	0.026726882	0.021411277	0.032217478	0.029450429	0.03444018	0.018211874
HMGA1	0.027528909	0.013125155	0.022503736	0.019792941	0.032421302	0.023767804	0.030845151	0.017206701
HMGA1	0.027490204	0.01276605	0.02249401	0.019741333	0.032428121	0.023479629	0.030652402	0.01716947
HMGA1	0.048719394	0.071740998	0.081266475	0.052447137	0.054477836	0.077562824	0.122648055	0.050453493
HMGA1	0.048719394	0.071740998	0.081266475	0.052447137	0.054477836	0.077562824	0.122648055	0.050453493
HMGA1	0.053793727	0.124258324	0.095482129	0.030939559	0.063656686	0.152930787	0.091140569	0.035370049
HMGA1	0.048595932	0.033155347	0.036703146	0.034393799	0.065704708	0.04107741	0.054719948	0.057021453
HMGA1	0.04890531	0.030414158	0.03003209	0.057587927	0.076604749	0.055225458	0.034283399	0.091716567
HMGA1	0.034607998	0.028179513	0.032838509	0.032252993	0.038419619	0.030753525	0.048739479	0.036943655
HMGA1	0.038139677	0.02583611	0.03912773	0.033090026	0.040219848	0.027781796	0.048629632	0.036278296
HMGA1	0.052389066	0.121881829	0.078527588	0.031736678	0.050040005	0.110731095	0.072870169	0.033520457
HMGA1	0.009930388	0.05355371	0.303620463	0.081252311	0.012531265	0.072967834	0.256495532	0.077854232
HMGA1	0.009914237	0.054345082	0.316675773	0.088958846	0.012408094	0.074306056	0.264049361	0.083645873
HMGA1	0.009914237	0.054345082	0.316675773	0.088958846	0.012408094	0.074306056	0.264049361	0.083645873
HMGA1	0.012599705	0.109009043	0.885853675	0.237864673	0.01399808	0.124208967	0.460715998	0.198234365
HMGA1	0.022597519	0.141711859	0.799530515	0.210877003	0.018968981	0.155993395	0.608686993	0.166520844
HMGA1	0.034089206	0.029028166	0.0354054	0.020799754	0.034096368	0.023725315	0.05989188	0.026153758
HMGA1	0.043740969	0.028794844	0.031316245	0.015632767	0.038175404	0.026897428	0.038569294	0.014568743
HMGA1	0.038756266	0.082760038	0.456532715	0.096021767	0.042079895	0.076657018	0.305339261	0.073232732
HMGA1	0.029293859	0.055363387	0.35190926	0.070490559	0.039946906	0.046589456	0.195291617	0.036248388
HMGA1	0.029293859	0.055363387	0.35190926	0.070490559	0.039946906	0.046589456	0.195291617	0.036248388
HMGA1	0.029293859	0.055363387	0.35190926	0.070490559	0.039946906	0.046589456	0.195291617	0.036248388
HMGA1	0.029293859	0.055363387	0.35190926	0.070490559	0.039946906	0.046589456	0.195291617	0.036248388
HMGA1	0.029293859	0.055363387	0.35190926	0.070490559	0.039946906	0.046589456	0.195291617	0.036248388
HMGA1	0.029293859	0.055363387	0.35190926	0.070490559	0.039946906	0.046589456	0.195291617	0.036248388
HMGA1	0.029293859	0.055363387	0.35190926	0.070490559	0.039946906	0.046589456	0.195291617	0.036248388
HMGA1	0.029293859	0.055363387	0.35190926	0.070490559	0.039946906	0.046589456	0.195291617	0.036248388
HMGA1	0.029293859	0.055363387	0.35190926	0.070490559	0.039946906	0.046589456	0.195291617	0.036248388
HMGA1	0.029293859	0.055363387	0.35190926	0.070490559	0.039946906	0.046589456	0.195291617	0.036248388
HMGA1	0.029293859	0.055363387	0.35190926	0.070490559	0.039946906	0.046589456	0.195291617	0.036248388
HMGA1	0.029293859	0.055363387	0.35190926	0.070490559	0.039946906	0.046589456	0.195291617	0.036248388
HMGA1	0.029293859	0.055363387	0.35190926	0.070490559	0.039946906	0.046589456	0.195291617	0.036248388
HMGA1	0.029293859	0.055363387	0.35190926	0.070490559	0.039946906	0.046589456	0.195291617	0.036248388
HMGA1	0.029293859	0.055363387	0.35190926	0.070490559	0.039946906	0.046589456	0.195291617	0.036248388
HMGA1	0.029293859	0.055363387	0.35190926	0.070490559	0.039946906	0.046589456	0.195291617	0.036248388
